Assignment 8 - Question 1 Aggregation Report

facility_name	provider_name	years_experience	facility_mean_experience	facility_std_experience	facility_zscore_experience	facility_total_service_charge
Oncology Treatment Center	Jordan Martinez	30	19.3811394891945	10.87238600488255	0.9766817059325159	334927.3
Cardiology Specialty Center	Riley Smith	19	19.31972789115646	10.484611924077868	-0.03049496666845696	276658.83
Pediatric Care Center	Drew Williams	27	19.811676082862522	10.999242478915267	0.6535289981030022	361811.04
Cardiology Specialty Center	Taylor Rodriguez	17	19.31972789115646	10.484611924077868	-0.221250715615827	276658.83
Pediatric Care Center	Quinn Jones	26	19.811676082862522	10.999242478915267	0.562613646257916	361811.04
Cardiology Specialty Center	Alex Miller	27	19.31972789115646	10.484611924077868	0.7325280291210232	276658.83
Primary Care Clinic	Sam Brown	12	20.102970297029703	11.077168491755957	-0.7315019450196353	323315.71
Community Health Clinic	Cameron Garcia	6	20.16078431372549	11.04401051893677	-1.282213946595261	334992.21
Northside Urgent Care	Avery Anderson	26	20.137014314928425	10.581438670904161	0.5540820929381803	297283.06
Surgical Specialty Center	Riley Johnson	23	20.778181818181817	11.35813247735185	0.19561474443518728	349909.18
Regional Medical Center	Taylor Smith	21	20.209205020920503	11.57593465333748	0.06831370448791373	316284.98
Oncology Treatment Center	Jamie Brown	4	19.3811394891945	10.87238600488255	-1.414697701340549	334927.3
Regional Medical Center	Taylor Anderson	12	20.209205020920503	11.57593465333748	-0.7091613132554866	316284.98
Regional Medical Center	Alex Garcia	27	20.209205020920503	11.57593465333748	0.5866303829835139	316284.98
Regional Medical Center	Drew Wilson	1	20.209205020920503	11.57593465333748	-1.6594085571640869	316284.98
Regional Medical Center	Jamie Williams	27	20.209205020920503	11.57593465333748	0.5866303829835139	316284.98
Primary Care Clinic	Cameron Brown	24	20.102970297029703	11.077168491755957	0.35180738704756653	323315.71
Oncology Treatment Center	Jordan Anderson	17	19.3811394891945	10.87238600488255	-0.21900799770401655	334927.3
Pediatric Care Center	Morgan Garcia	18	19.811676082862522	10.999242478915267	-0.16470916850277384	361811.04
Emergency Medical Center	Taylor Smith	4	19.66868686868687	11.023866696226115	-1.4213421933023602	310735.25
Surgical Specialty Center	Drew Martinez	19	20.778181818181817	11.35813247735185	-0.1565558265610581	349909.18
Emergency Medical Center	Quinn Smith	15	19.66868686868687	11.023866696226115	-0.42350719555463573	310735.25
Cardiology Specialty Center	Sam Williams	38	19.31972789115646	10.484611924077868	1.7816846483315583	276658.83
Regional Medical Center	Jordan Miller	28	20.209205020920503	11.57593465333748	0.6730164960661139	316284.98
Community Health Clinic	Cameron Anderson	1	20.16078431372549	11.04401051893677	-1.7349480318649806	334992.21
City General Hospital	Taylor Smith	38	19.5630081300813	10.702137018258142	1.7227392845433283	295508.13
Primary Care Clinic	Jamie Wilson	35	20.102970297029703	11.077168491755957	1.3448409414425015	323315.71
Primary Care Clinic	Jamie Rodriguez	19	20.102970297029703	11.077168491755957	-0.09957150131376757	323315.71
Emergency Medical Center	Jordan Smith	34	19.66868686868687	11.023866696226115	1.300025982373252	310735.25
Regional Medical Center	Drew Rodriguez	4	20.209205020920503	11.57593465333748	-1.4002502179162868	316284.98
Regional Medical Center	Sam Williams	30	20.209205020920503	11.57593465333748	0.8457887222313141	316284.98
Regional Medical Center	Cameron Anderson	18	20.209205020920503	11.57593465333748	-0.1908446347598864	316284.98
Pediatric Care Center	Riley Williams	14	19.811676082862522	10.999242478915267	-0.5283705758831188	361811.04
Surgical Specialty Center	Alex Brown	27	20.778181818181817	11.35813247735185	0.5477853154314326	349909.18
Community Health Clinic	Sam Garcia	10	20.16078431372549	11.04401051893677	-0.9200266783794852	334992.21
Regional Medical Center	Quinn Brown	14	20.209205020920503	11.57593465333748	-0.5363890870902865	316284.98
Surgical Specialty Center	Jordan Wilson	30	20.778181818181817	11.35813247735185	0.8119132436786167	349909.18
Cardiology Specialty Center	Jamie Jones	13	19.31972789115646	10.484611924077868	-0.602762213510567	276658.83
Primary Care Clinic	Quinn Williams	12	20.102970297029703	11.077168491755957	-0.7315019450196353	323315.71
Primary Care Clinic	Quinn Smith	15	20.102970297029703	11.077168491755957	-0.4606746120028349	323315.71
City General Hospital	Jamie Miller	10	19.5630081300813	10.702137018258142	-0.8935606144610692	295508.13
Oncology Treatment Center	Morgan Miller	15	19.3811394891945	10.87238600488255	-0.4029602598019446	334927.3
Community Health Clinic	Morgan Jones	18	20.16078431372549	11.04401051893677	-0.1956521419479337	334992.21
Pediatric Care Center	Avery Davis	36	19.811676082862522	10.999242478915267	1.4717671647087784	361811.04
Pediatric Care Center	Riley Rodriguez	30	19.811676082862522	10.999242478915267	0.9262750536382609	361811.04
Cardiology Specialty Center	Taylor Johnson	39	19.31972789115646	10.484611924077868	1.8770625228052433	276658.83
Surgical Specialty Center	Alex Miller	2	20.778181818181817	11.35813247735185	-1.6532807532951008	349909.18
Oncology Treatment Center	Jamie Jones	11	19.3811394891945	10.87238600488255	-0.7708647839978008	334927.3
Oncology Treatment Center	Casey Miller	12	19.3811394891945	10.87238600488255	-0.6788886529488367	334927.3
Community Health Clinic	Quinn Garcia	14	20.16078431372549	11.04401051893677	-0.5578394101637094	334992.21
Oncology Treatment Center	Avery Davis	1	19.3811394891945	10.87238600488255	-1.6906260944874412	334927.3
City General Hospital	Jamie Martinez	26	19.5630081300813	10.702137018258142	0.6014678992557293	295508.13
Regional Medical Center	Drew Williams	27	20.209205020920503	11.57593465333748	0.5866303829835139	316284.98
Northside Urgent Care	Taylor Smith	4	20.137014314928425	10.581438670904161	-1.5250302739362334	297283.06
Cardiology Specialty Center	Cameron Davis	36	19.31972789115646	10.484611924077868	1.5909288993841884	276658.83
Northside Urgent Care	Casey Wilson	30	20.137014314928425	10.581438670904161	0.9321025232789828	297283.06
Cardiology Specialty Center	Jordan Johnson	34	19.31972789115646	10.484611924077868	1.4001731504368182	276658.83
Primary Care Clinic	Jamie Wilson	23	20.102970297029703	11.077168491755957	0.26153160937529973	323315.71
Regional Medical Center	Cameron Davis	22	20.209205020920503	11.57593465333748	0.15469981757051376	316284.98
Cardiology Specialty Center	Alex Johnson	22	19.31972789115646	10.484611924077868	0.2556386567525981	276658.83
Northside Urgent Care	Casey Wilson	8	20.137014314928425	10.581438670904161	-1.1470098435954308	297283.06
City General Hospital	Quinn Brown	27	19.5630081300813	10.702137018258142	0.6949071813630292	295508.13
Cardiology Specialty Center	Casey Garcia	22	19.31972789115646	10.484611924077868	0.2556386567525981	276658.83
Cardiology Specialty Center	Jordan Johnson	34	19.31972789115646	10.484611924077868	1.4001731504368182	276658.83
Surgical Specialty Center	Jordan Johnson	25	20.778181818181817	11.35813247735185	0.37170002993330997	349909.18
Pediatric Care Center	Riley Miller	35	19.811676082862522	10.999242478915267	1.3808518128636922	361811.04
Oncology Treatment Center	Taylor Davis	39	19.3811394891945	10.87238600488255	1.8044668853731922	334927.3
Cardiology Specialty Center	Jamie Davis	22	19.31972789115646	10.484611924077868	0.2556386567525981	276658.83
City General Hospital	Jamie Martinez	4	19.5630081300813	10.702137018258142	-1.4541963071048687	295508.13
Primary Care Clinic	Taylor Rodriguez	3	20.102970297029703	11.077168491755957	-1.5439839440700367	323315.71
Regional Medical Center	Cameron Williams	29	20.209205020920503	11.57593465333748	0.759402609148714	316284.98
Emergency Medical Center	Jamie Miller	24	19.66868686868687	11.023866696226115	0.3929032571480479	310735.25
Oncology Treatment Center	Cameron Brown	28	19.3811394891945	10.87238600488255	0.7927294438345879	334927.3
Primary Care Clinic	Jordan Anderson	1	20.102970297029703	11.077168491755957	-1.7245354994145703	323315.71
Cardiology Specialty Center	Avery Smith	21	19.31972789115646	10.484611924077868	0.16026078227891308	276658.83
Regional Medical Center	Riley Garcia	26	20.209205020920503	11.57593465333748	0.5002442699009139	316284.98
Community Health Clinic	Casey Williams	15	20.16078431372549	11.04401051893677	-0.4672925931097655	334992.21
Emergency Medical Center	Quinn Wilson	1	19.66868686868687	11.023866696226115	-1.6934790108699214	310735.25
Primary Care Clinic	Quinn Martinez	34	20.102970297029703	11.077168491755957	1.2545651637702349	323315.71
Primary Care Clinic	Alex Smith	2	20.102970297029703	11.077168491755957	-1.6342597217423036	323315.71
Oncology Treatment Center	Quinn Rodriguez	25	19.3811394891945	10.87238600488255	0.5168010506876958	334927.3
Surgical Specialty Center	Sam Wilson	27	20.778181818181817	11.35813247735185	0.5477853154314326	349909.18
Surgical Specialty Center	Quinn Wilson	13	20.778181818181817	11.35813247735185	-0.6848116830554262	349909.18
Cardiology Specialty Center	Avery Smith	16	19.31972789115646	10.484611924077868	-0.316628590089512	276658.83
Oncology Treatment Center	Taylor Anderson	3	19.3811394891945	10.87238600488255	-1.506673832389513	334927.3
Primary Care Clinic	Riley Williams	14	20.102970297029703	11.077168491755957	-0.5509503896751017	323315.71
Northside Urgent Care	Morgan Wilson	13	20.137014314928425	10.581438670904161	-0.6744843056694277	297283.06
Primary Care Clinic	Quinn Wilson	37	20.102970297029703	11.077168491755957	1.5253924967870351	323315.71
Community Health Clinic	Drew Jones	34	20.16078431372549	11.04401051893677	1.2530969309151692	334992.21
Northside Urgent Care	Drew Miller	31	20.137014314928425	10.581438670904161	1.0266076308641834	297283.06
Community Health Clinic	Sam Wilson	20	20.16078431372549	11.04401051893677	-0.014558507840045835	334992.21
Emergency Medical Center	Riley Davis	21	19.66868686868687	11.023866696226115	0.12076643958048672	310735.25
City General Hospital	Sam Williams	28	19.5630081300813	10.702137018258142	0.7883464634703291	295508.13
Pediatric Care Center	Quinn Martinez	34	19.811676082862522	10.999242478915267	1.289936461018606	361811.04
Community Health Clinic	Drew Rodriguez	8	20.16078431372549	11.04401051893677	-1.101120312487373	334992.21
Cardiology Specialty Center	Casey Wilson	2	19.31972789115646	10.484611924077868	-1.6519188327211023	276658.83
City General Hospital	Avery Jones	10	19.5630081300813	10.702137018258142	-0.8935606144610692	295508.13
Surgical Specialty Center	Taylor Martinez	29	20.778181818181817	11.35813247735185	0.7238706009295554	349909.18
Community Health Clinic	Alex Brown	15	20.16078431372549	11.04401051893677	-0.4672925931097655	334992.21
Pediatric Care Center	Riley Johnson	21	19.811676082862522	10.999242478915267	0.10803688703248487	361811.04
Regional Medical Center	Morgan Williams	2	20.209205020920503	11.57593465333748	-1.5730224440814868	316284.98
Oncology Treatment Center	Jamie Miller	10	19.3811394891945	10.87238600488255	-0.8628409150467649	334927.3
Oncology Treatment Center	Avery Anderson	26	19.3811394891945	10.87238600488255	0.6087771817366598	334927.3
Regional Medical Center	Jordan Brown	28	20.209205020920503	11.57593465333748	0.6730164960661139	316284.98
Primary Care Clinic	Morgan Garcia	18	20.102970297029703	11.077168491755957	-0.1898472789860344	323315.71
Pediatric Care Center	Drew Davis	28	19.811676082862522	10.999242478915267	0.7444443499480885	361811.04
Surgical Specialty Center	Morgan Miller	19	20.778181818181817	11.35813247735185	-0.1565558265610581	349909.18
Surgical Specialty Center	Jordan Anderson	32	20.778181818181817	11.35813247735185	0.9879985291767394	349909.18
Oncology Treatment Center	Drew Jones	26	19.3811394891945	10.87238600488255	0.6087771817366598	334927.3
Regional Medical Center	Casey Wilson	2	20.209205020920503	11.57593465333748	-1.5730224440814868	316284.98
Emergency Medical Center	Cameron Anderson	16	19.66868686868687	11.023866696226115	-0.33279492303211533	310735.25
Regional Medical Center	Taylor Rodriguez	11	20.209205020920503	11.57593465333748	-0.7955474263380866	316284.98
Emergency Medical Center	Cameron Brown	33	19.66868686868687	11.023866696226115	1.2093137098507316	310735.25
Primary Care Clinic	Sam Williams	15	20.102970297029703	11.077168491755957	-0.4606746120028349	323315.71
Emergency Medical Center	Jamie Jones	3	19.66868686868687	11.023866696226115	-1.5120544658248807	310735.25
City General Hospital	Morgan Davis	9	19.5630081300813	10.702137018258142	-0.9869998965683691	295508.13
Cardiology Specialty Center	Riley Davis	21	19.31972789115646	10.484611924077868	0.16026078227891308	276658.83
Primary Care Clinic	Jamie Miller	20	20.102970297029703	11.077168491755957	-0.00929572364150075	323315.71
Surgical Specialty Center	Jordan Wilson	27	20.778181818181817	11.35813247735185	0.5477853154314326	349909.18
Oncology Treatment Center	Alex Davis	12	19.3811394891945	10.87238600488255	-0.6788886529488367	334927.3
Northside Urgent Care	Taylor Davis	9	20.137014314928425	10.581438670904161	-1.0525047360102302	297283.06
Primary Care Clinic	Cameron Smith	14	20.102970297029703	11.077168491755957	-0.5509503896751017	323315.71
City General Hospital	Taylor Davis	25	19.5630081300813	10.702137018258142	0.5080286171484294	295508.13
Emergency Medical Center	Taylor Anderson	33	19.66868686868687	11.023866696226115	1.2093137098507316	310735.25
Regional Medical Center	Alex Rodriguez	25	20.209205020920503	11.57593465333748	0.41385815681831384	316284.98
Community Health Clinic	Casey Wilson	30	20.16078431372549	11.04401051893677	0.8909096626993934	334992.21
Emergency Medical Center	Drew Davis	35	19.66868686868687	11.023866696226115	1.3907382548957723	310735.25
Primary Care Clinic	Quinn Anderson	11	20.102970297029703	11.077168491755957	-0.8217777226919022	323315.71
Pediatric Care Center	Drew Garcia	24	19.811676082862522	10.999242478915267	0.3807829425677436	361811.04
Community Health Clinic	Taylor Anderson	7	20.16078431372549	11.04401051893677	-1.1916671295413168	334992.21
Cardiology Specialty Center	Cameron Smith	14	19.31972789115646	10.484611924077868	-0.5073843390368821	276658.83
Emergency Medical Center	Avery Smith	8	19.66868686868687	11.023866696226115	-1.0584931032122786	310735.25
Surgical Specialty Center	Morgan Wilson	13	20.778181818181817	11.35813247735185	-0.6848116830554262	349909.18
Cardiology Specialty Center	Taylor Rodriguez	3	19.31972789115646	10.484611924077868	-1.5565409582474172	276658.83
Surgical Specialty Center	Casey Miller	28	20.778181818181817	11.35813247735185	0.635827958180494	349909.18
Surgical Specialty Center	Sam Johnson	12	20.778181818181817	11.35813247735185	-0.7728543258044875	349909.18
Pediatric Care Center	Cameron Smith	19	19.811676082862522	10.999242478915267	-0.0737938166576876	361811.04
Primary Care Clinic	Morgan Wilson	13	20.102970297029703	11.077168491755957	-0.6412261673473685	323315.71
Cardiology Specialty Center	Sam Rodriguez	21	19.31972789115646	10.484611924077868	0.16026078227891308	276658.83
Community Health Clinic	Casey Jones	6	20.16078431372549	11.04401051893677	-1.282213946595261	334992.21
Regional Medical Center	Avery Jones	7	20.209205020920503	11.57593465333748	-1.1410918786684867	316284.98
Surgical Specialty Center	Taylor Anderson	7	20.778181818181817	11.35813247735185	-1.2130675395497943	349909.18
Surgical Specialty Center	Jamie Miller	24	20.778181818181817	11.35813247735185	0.2836573871842486	349909.18
Primary Care Clinic	Quinn Rodriguez	5	20.102970297029703	11.077168491755957	-1.363432388725503	323315.71
City General Hospital	Riley Davis	21	19.5630081300813	10.702137018258142	0.13427148871922978	295508.13
Oncology Treatment Center	Alex Wilson	26	19.3811394891945	10.87238600488255	0.6087771817366598	334927.3
Oncology Treatment Center	Drew Garcia	24	19.3811394891945	10.87238600488255	0.4248249196387317	334927.3
